Report_Data_Extracted,PHU_Num,PHU,LTC_Home,LTCH_Num,City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
2020-05-06,2255,Peterborough,St. Joseph's at Fleming,2935,Peterborough,200,<5,0,<5
2020-05-06,2227,Brant,St. Joseph's Lifecare Centre,2976,Brantford,205,0,0,<5
2020-05-06,2261,Sudbury,"St. Joseph's Villa, Sudbury",2913,Sudbury,128,0,<5,<5
2020-05-06,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288,7,0,<5
2020-05-06,2265,Waterloo,Stirling Heights,2863,Cambridge,110,0,0,<5
2020-05-06,2243,"Leeds,Grenville,Lanark",Stoneridge Manor,2637,Carleton Place,60,51,6,7
2020-05-06,2266,Wellington-Dufferin-Guelph,Strathcona Long Term Care,3051,Mount Forest,87,0,0,<5
2020-05-06,2242,Lambton,Sumac Lodge,2573,Sarnia,100,0,0,<5
2020-05-06,2268,Windsor-Essex,Sun Parlor Home for Senior Citizens,M579,Leamington,206,<5,<5,<5
2020-05-06,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160,<5,0,<5
2020-05-06,2227,Brant,Telfer Place,2742,Paris,45,<5,0,0
2020-05-06,2263,Timiskaming,Temiskaming Lodge,2698,Haileybury,83,<5,0,<5
2020-05-06,2246,Niagara,The Henley House,2909,St. Catharines,160,0,0,0
2020-05-06,3895,Toronto,The Jewish Home for the Aged,2824,North York,472,<5,<5,6
2020-05-06,3895,Toronto,The Kensington Gardens,2852,Toronto,350,14,8,5
2020-05-06,3895,Toronto,The O'Neill Centre,2631,Toronto,162,<5,0,<5
2020-05-06,2251,Ottawa,The Perley and Rideau Veterans' Health Centre,3025,Ottawa,450,13,7,30
2020-05-06,2268,Windsor-Essex,The Village at St. Clair,3046,Windsor,256,0,0,<5
2020-05-06,2265,Waterloo,The Village at University Gates,3048,Waterloo,192,0,0,<5
2020-05-06,2253,Peel,The Village of Erin Meadows,2881,Mississauga,180,43,9,21
2020-05-06,3895,Toronto,The Village of Humber Heights,2957,Etobicoke,192,20,6,9
2020-05-06,2266,Wellington-Dufferin-Guelph,The Village of Riverside Glen,2915,Guelph,192,0,0,<5
2020-05-06,3895,Toronto,The Wexford,3021,Scarborough,166,<5,0,0
2020-05-06,3895,Toronto,Tony Stacey Centre for Veterans' Care,3001,Toronto,100,<5,0,0
2020-05-06,2265,Waterloo,Trinity Village Care Centre,2580,Kitchener,150,36,10,41
2020-05-06,2265,Waterloo,Twin Oaks of Maryhill,2752,Maryhill,31,0,0,<5
2020-05-06,3895,Toronto,Ukrainian Canadian Care Centre,2809,Etobicoke,152,25,<5,<5
2020-05-06,3895,Toronto,Valleyview Residence,2954,North York,174,<5,<5,<5
2020-05-06,3895,Toronto,Vermont Square,2575,Toronto,130,<5,0,0
2020-05-06,3895,Toronto,Villa Colombo Homes for the Aged,3020,Toronto,391,9,<5,10
2020-05-06,2270,York Region,Villa Colombo Seniors Centre (Vaughan),2969,Vaughan,160,24,11,16
2020-05-06,2253,Peel,Villa Forum,2855,Mississauga,160,38,9,20
2020-05-06,2270,York Region,Villa Leonardo Gambin,2947,Woodbridge,168,30,10,7
2020-05-06,2242,Lambton,Vision Nursing Home,2659,Sarnia,146,<5,<5,<5
2020-05-06,3895,Toronto,Wellesley Central Place,2959,Toronto,150,40,16,20
2020-05-06,2237,Hamilton,Wentworth Lodge,M592,Dundas,160,<5,0,0
2020-05-06,3895,Toronto,Wesburn Manor,M612,Etobicoke,192,<5,0,0
2020-05-06,3895,Toronto,West Park Long Term Care Centre,2848,Toronto,200,56,17,32
2020-05-06,3895,Toronto,Weston Terrace Care Community,2874,Toronto,224,42,13,29
2020-05-06,2258,Eastern Ontario,Woodland Villa,2743,Long Sault,111,<5,0,0
2020-05-07,2243,"Leeds,Grenville,Lanark",Almonte Country Haven,2692,Almonte,82,<5,26,13
2020-05-07,3895,Toronto,Altamont Care Community,956,Scarborough,159,72,46,60
2020-05-07,2227,Brant,Anson Place Care Centre,2786,Hagersville,61,28,23,29
2020-05-07,2266,Wellington-Dufferin-Guelph,Avalon Retirement Centre,2715,Orangeville,137,0,0,<5
2020-05-07,2230,Durham,Bay Ridges,2895,Pickering,124,0,0,<5
2020-05-07,3895,Toronto,Belmont House,2985,Toronto,140,0,0,<5
2020-05-07,3895,Toronto,Bendale Acres,M504,Scarborough,302,0,0,<5
2020-05-07,2268,Windsor-Essex,Berkshire Care Centre,2541,Windsor,231,0,0,<5
2020-05-07,2270,York Region,Bethany Lodge,2986,Markham,128,<5,<5,<5
2020-05-07,5183,Huron Perth,Blue Water Rest Home,2987,Zurich,65,<5,0,0
2020-05-07,2260,Simcoe-Muskoka,Bradford Valley Care Community,2905,Bradford,246,8,10,<5
2020-05-07,5183,Huron Perth,Braemar Retirement Centre,2788,Wingham,69,0,0,<5
2020-05-07,2233,Grey-Bruce,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,M507,Walkerton,144,0,0,<5
2020-05-07,2253,Peel,Burton Manor,2953,Brampton,128,33,6,9
2020-05-07,2253,Peel,Camilla Care Community,2472,Mississauga,236,152,43,42
2020-05-07,3895,Toronto,Carefree Lodge,M596,North York,127,<5,0,0
2020-05-07,2234,Haldimand-Norfolk,Caressant Care Courtland,2826,Courtland,55,0,0,<5
2020-05-07,2235,Haliburton Kawartha Pr,Caressant Care Lindsay Nursing Home,2701,Lindsay,124,<5,0,<5
2020-05-07,2251,Ottawa,Carlingview Manor,2420,Ottawa,303,132,28,61
2020-05-07,2235,Haliburton Kawartha Pr,Case Manor Care Community,958,Bobcaygeon,96,0,0,<5
2020-05-07,2247,North Bay-Parry Sound,Cassellholme,M509,North Bay,240,<5,0,0
2020-05-07,3895,Toronto,Castleview Wychwood Towers,M510,Toronto,456,0,0,<5
2020-05-07,3895,Toronto,Cedarvale Terrace,2591,Toronto,218,0,0,<5
2020-05-07,2251,Ottawa,Centre d'Accueil Champlain,M511,Vanier,160,0,0,<5
2020-05-07,2270,York Region,Chartwell Aurora Long Term Care Residence,2630,Aurora,235,24,9,6
2020-05-07,2230,Durham,Chartwell Ballycliffe Long Term Care Residence,2658,Ajax,100,14,27,16
2020-05-07,3895,Toronto,Chartwell Gibson Long Term Care Residence,2556,North York,202,31,9,10
2020-05-07,2270,York Region,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,96,0,0,<5
2020-05-07,2236,Halton,Chartwell Waterford Long Term Care Residence,2908,Oakville,168,<5,0,<5
2020-05-07,3895,Toronto,Chartwell Westbury Long Term Care Residence,2943,Etobicoke,187,61,20,23
2020-05-07,3895,Toronto,Chartwell White Eagle Long Term Care Residence,2583,Toronto,56,18,11,8
2020-05-07,2270,York Region,Chartwell Woodhaven Long Term Care Residence,2888,Markham,192,0,0,<5
2020-05-07,2253,Peel,Cooksville Care Centre,2124,Mississauga,192,36,5,13
2020-05-07,3895,Toronto,Copernicus Lodge,2937,Toronto,228,0,0,<5
2020-05-07,2268,Windsor-Essex,Country Village Homes - Woodslee,2576,Woodslee,104,0,19,<5
2020-05-07,3895,Toronto,Craiglee Nursing Home,2503,Scarborough,169,<5,<5,7
2020-05-07,3895,Toronto,Cummer Lodge,M512,North York,391,<5,<5,0
2020-05-07,3895,Toronto,Dom Lipa,2794,Etobicoke,66,<5,0,0
2020-05-07,3895,Toronto,Downsview Long Term Care Centre,1041,North York,252,35,23,71
2020-05-07,2266,Wellington-Dufferin-Guelph,Dufferin Oaks,M516,Shelburne,160,<5,<5,6
2020-05-07,2237,Hamilton,Dundurn Place Care Centre,2739,Hamilton,201,6,<5,<5
2020-05-07,2270,York Region,Eagle Terrace,2240,Newmarket,70,<5,<5,<5
2020-05-07,2244,Middlesex-London,Earls Court Village,3047,London,128,9,<5,8
2020-05-07,3895,Toronto,Eatonville Care Centre,2468,Etobicoke,247,142,40,56
2020-05-07,2251,Ottawa,Élisabeth-Bruyère Residence,2759,Ottawa,71,7,<5,<5
2020-05-07,3895,Toronto,Elm Grove Living Centre,2515,Toronto,126,44,17,43
2020-05-07,2244,Middlesex-London,Elmwood Place,2662,London,90,<5,0,<5
2020-05-07,2253,Peel,Erin Mills Lodge Nursing Home,2736,Mississauga,86,36,7,16
2020-05-07,3895,Toronto,Extendicare Bayview,2460,North York,205,62,7,13
2020-05-07,2253,Peel,Extendicare Brampton,2847,Brampton,150,13,<5,<5
2020-05-07,3895,Toronto,Extendicare Guildwood,2164,Scarborough,169,28,<5,12
2020-05-07,2255,Peterborough,Extendicare Lakefield,2843,Lakefield,100,0,0,<5
2020-05-07,2251,Ottawa,Extendicare Laurier Manor,2665,Gloucester,242,30,21,39
2020-05-07,2226,Algoma,Extendicare Maple View of Sault Ste. Marie,3043,Sault Ste. Marie,256,<5,0,0
2020-05-07,2230,Durham,Extendicare Oshawa,2439,Oshawa,175,<5,0,0
2020-05-07,3895,Toronto,Extendicare Rouge Valley,2883,Toronto,192,0,0,<5
2020-05-07,3895,Toronto,Extendicare Scarborough,2117,Scarborough,154,11,<5,8
2020-05-07,2268,Windsor-Essex,Extendicare Southwood Lakes,2842,Windsor,150,0,0,<5
2020-05-07,2251,Ottawa,Extendicare Starwood,2485,Nepean,192,0,0,5
2020-05-07,2251,Ottawa,Extendicare West End Villa,2709,Ottawa,242,0,0,<5
2020-05-07,2261,Sudbury,Extendicare York,2604,Sudbury,288,0,0,<5
2020-05-07,2253,Peel,Faith Manor Nursing Home,2745,Brampton,120,<5,0,<5
2020-05-07,2265,Waterloo,Forest Heights,2707,Kitchener,240,167,42,58
2020-05-07,3895,Toronto,Fountain View Care Community,2836,East York,158,0,0,<5
2020-05-07,2268,Windsor-Essex,Franklin Gardens Long Term Care Home,2602,Leamington,120,<5,0,<5
2020-05-07,2251,Ottawa,Garden Terrace,2882,Kanata,160,0,0,<5
2020-05-07,2234,Haldimand-Norfolk,Gardenview Long Term Care Home,2961,Townsend,64,0,0,<5
2020-05-07,2251,Ottawa,Garry J. Armstrong Home,M622,Ottawa,180,0,0,<5
2020-05-07,2256,Porcupine,Golden Manor,M530,Timmins,177,<5,0,0
2020-05-07,2265,Waterloo,Golden Years Nursing Home,1033,Cambridge,88,0,0,<5
2020-05-07,2253,Peel,Grace Manor,2942,Brampton,120,43,10,25
2020-05-07,5183,Huron Perth,Greenwood Court,3023,Stratford,45,0,<5,<5
2020-05-07,3895,Toronto,Harold and Grace Baker Centre,2732,Toronto,120,8,13,17
2020-05-07,2238,Hastings Prince Edward,Hastings Manor Home for the Aged,M538,Belleville,253,7,<5,5
2020-05-07,3895,Toronto,Hawthorne Place Care Centre,2586,North York,269,43,21,76
2020-05-07,3895,Toronto,Hellenic Home - Scarborough,2941,Scarborough,128,34,9,21
2020-05-07,2244,Middlesex-London,Henley Place,3045,London,192,<5,0,0
2020-05-07,2237,Hamilton,Heritage Green Nursing Home,2776,Stoney Creek,167,<5,<5,0
2020-05-07,2268,Windsor-Essex,Heron Terrace Long Term Care Community,2898,Windsor,140,47,18,14
2020-05-07,2230,Durham,Hillsdale Terraces,M630,Oshawa,200,29,13,13
2020-05-07,2262,Thunder Bay,Hogarth Riverview Manor,2923,Thunder Bay,543,0,0,<5
2020-05-07,3895,Toronto,Humber Valley Terrace,2716,Etobicoke (Rexdale),158,42,5,13
2020-05-07,3895,Toronto,Ina Grafton Gage Home,3034,Scarborough,128,29,21,26
2020-05-07,3895,Toronto,Isabel and Arthur Meighen Manor,3031,Toronto,168,61,42,45
2020-05-07,2244,Middlesex-London,Kensington Village,2729,London,78,<5,5,<5
2020-05-07,3895,Toronto,Kipling Acres,M545,Etobicoke,337,53,13,11
2020-05-07,2270,York Region,Kristus Darzs Latvian Home,2997,Woodbridge,100,18,5,14
2020-05-07,3895,Toronto,Labdara Lithuanian Nursing Home,2860,Etobicoke,90,0,0,<5
2020-05-07,3895,Toronto,Lakeshore Lodge,M595,Etobicoke,150,41,11,17
2020-05-07,2265,Waterloo,Lanark Heights Long Term Care Centre,2917,Kitchener,160,<5,<5,<5
2020-05-07,2237,Hamilton,Macassa  Lodge,M552,Hamilton,270,0,0,<5
2020-05-07,2270,York Region,MacKenzie Place,2611,Newmarket,93,66,11,21
2020-05-07,2251,Ottawa,Madonna Care Community,2974,Orleans,160,47,30,31
2020-05-07,3895,Toronto,Main Street Terrace,2589,Toronto,150,<5,0,0
2020-05-07,2253,Peel,Malton Village Long Term Care Centre,M618,Mississauga,160,<5,0,<5
2020-05-07,2251,Ottawa,Manoir Marochel,2867,Ottawa,64,29,7,15
2020-05-07,2238,Hastings Prince Edward,Maplewood,2717,Brighton,49,<5,0,0
2020-05-07,2270,York Region,Markhaven,2924,Markham,96,9,17,16
2020-05-07,3895,Toronto,Maynard Nursing Home,2211,Toronto,77,0,0,0
2020-05-07,3895,Toronto,McCall Centre Long Term Care Interim Unit,7086,Etobicoke,21,0,0,<5
2020-05-07,2244,Middlesex-London,Meadow Park (London),2643,London,126,<5,<5,8
2020-05-07,3895,Toronto,Midland Gardens Care Community,2789,Scarborough,299,0,<5,<5
2020-05-07,2238,Hastings Prince Edward,Moira Place Long-Term Care Home,2977,Tweed,128,0,0,<5
2020-05-07,3895,Toronto,Mon Sheong Home for the Aged,3002,Toronto,105,23,29,16
2020-05-07,2251,Ottawa,Montfort,2886,Ottawa,128,63,27,20
2020-05-07,2263,Timiskaming,Northview Nursing Home,2585,Englehart,48,<5,0,0
2020-05-07,3895,Toronto,Norwood Nursing Home,2201,Toronto,60,<5,0,<5
2020-05-07,2230,Durham,Orchard Villa,2693,Pickering,233,129,66,65
2020-05-07,2260,Simcoe-Muskoka,Owen Hill Care Community,2584,Barrie,57,17,<5,9
2020-05-07,2233,Grey-Bruce,Parkview Manor Health Care Centre,1053,Chesley,34,<5,0,0
2020-05-07,2253,Peel,Peel Manor,M562,Brampton,177,<5,<5,6
2020-05-07,2265,Waterloo,peopleCare A.R. Goudie Kitchener,2990,Kitchener,80,0,9,11
2020-05-07,2244,Middlesex-London,peopleCare Oakcrossing London,2980,London,160,0,0,<5
2020-05-07,2251,Ottawa,Peter D. Clark Centre,M609,Ottawa,216,<5,0,<5
2020-05-07,2258,Eastern Ontario,Pinecrest (Plantagenet),2797,Plantagenet,60,10,6,<5
2020-05-07,2235,Haliburton Kawartha Pr,Pinecrest Nursing Home (Bobcaygeon),2731,Bobcaygeon,65,33,29,32
2020-05-07,2265,Waterloo,Pinehaven Nursing Home,2805,Waterloo,84,0,0,<5
2020-05-07,2261,Sudbury,Pioneer Manor,M566,Sudbury,433,<5,0,<5
2020-05-07,2236,Halton,Post Inn Village,M620,Oakville,228,<5,0,<5
2020-05-07,3895,Toronto,Providence Healthcare,3006,Scarborough,288,10,<5,7
2020-05-07,2230,Durham,ReachView Village,2635,Uxbridge,100,<5,<5,<5
2020-05-07,2237,Hamilton,Regina Gardens,2922,Hamilton,128,0,0,<5
2020-05-07,2251,Ottawa,Residence Saint-Louis,3013,Ottawa,198,22,<5,9
2020-05-07,2270,York Region,River Glen Haven Nursing Home,1021,Sutton West,119,25,<5,21
2020-05-07,3895,Toronto,Rockcliffe Care Community,2131,Scarborough,204,0,0,<5
2020-05-07,2246,Niagara,Royal Rose Place,3049,Welland,96,<5,16,8
2020-05-07,2266,Wellington-Dufferin-Guelph,Royal Terrace,2767,Palmerston,67,0,0,0
2020-05-07,3895,Toronto,Seven Oaks,M571,Scarborough,249,24,40,21
2020-05-07,2266,Wellington-Dufferin-Guelph,Shelburne Long Term Care Home,2762,Shelburne,60,40,15,20
2020-05-07,3895,Toronto,Sherbourne Place,2754,Toronto,126,35,17,27
2020-05-07,2253,Peel,Sheridan Villa,M572,Mississauga,142,7,<5,<5
2020-05-07,2253,Peel,Silverthorn Care Community,2956,Mississauga,160,0,0,<5
2020-05-07,2270,York Region,Southlake Residential Care Village,2955,Newmarket,224,0,0,<5
2020-05-07,3895,Toronto,St. Clair O'Connor Community Nursing Home,2719,East York,25,<5,8,10
2020-05-07,2261,Sudbury,St. Gabriel's Villa of Sudbury,3039,Chelmsford,128,0,0,<5
2020-05-07,3895,Toronto,St. George Care Community,2594,Toronto,238,0,0,<5
2020-05-07,2255,Peterborough,St. Joseph's at Fleming,2935,Peterborough,200,<5,0,<5
2020-05-07,2227,Brant,St. Joseph's Lifecare Centre,2976,Brantford,205,0,0,<5
2020-05-07,2261,Sudbury,"St. Joseph's Villa, Sudbury",2913,Sudbury,128,0,<5,<5
2020-05-07,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288,9,0,<5
2020-05-07,2243,"Leeds,Grenville,Lanark",Stoneridge Manor,2637,Carleton Place,60,52,6,<5
2020-05-07,2266,Wellington-Dufferin-Guelph,Strathcona Long Term Care,3051,Mount Forest,87,0,0,<5
2020-05-07,2268,Windsor-Essex,Sun Parlor Home for Senior Citizens,M579,Leamington,206,<5,<5,<5
2020-05-07,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160,<5,0,<5
2020-05-07,2227,Brant,Telfer Place,2742,Paris,45,<5,0,0
2020-05-07,2263,Timiskaming,Temiskaming Lodge,2698,Haileybury,83,<5,0,<5
2020-05-07,2246,Niagara,The Henley House,2909,St. Catharines,160,0,0,0
2020-05-07,3895,Toronto,The Jewish Home for the Aged,2824,North York,472,<5,<5,6
2020-05-07,3895,Toronto,The Kensington Gardens,2852,Toronto,350,14,8,5
2020-05-07,3895,Toronto,The O'Neill Centre,2631,Toronto,162,<5,0,<5
2020-05-07,2251,Ottawa,The Perley and Rideau Veterans' Health Centre,3025,Ottawa,450,13,7,30
2020-05-07,2268,Windsor-Essex,The Village at St. Clair,3046,Windsor,256,0,0,<5
2020-05-07,2265,Waterloo,The Village at University Gates,3048,Waterloo,192,0,0,<5
2020-05-07,2253,Peel,The Village of Erin Meadows,2881,Mississauga,180,43,9,21
2020-05-07,3895,Toronto,The Village of Humber Heights,2957,Etobicoke,192,20,6,9
2020-05-07,2266,Wellington-Dufferin-Guelph,The Village of Riverside Glen,2915,Guelph,192,0,0,<5
2020-05-07,3895,Toronto,The Wexford,3021,Scarborough,166,<5,0,0
2020-05-07,3895,Toronto,Tony Stacey Centre for Veterans' Care,3001,Toronto,100,<5,0,0
2020-05-07,2265,Waterloo,Trinity Village Care Centre,2580,Kitchener,150,36,10,41
2020-05-07,2265,Waterloo,Twin Oaks of Maryhill,2752,Maryhill,31,0,0,<5
2020-05-07,3895,Toronto,Ukrainian Canadian Care Centre,2809,Etobicoke,152,25,<5,<5
2020-05-07,2270,York Region,Union Villa,3018,Unionville,160,0,0,<5
2020-05-07,3895,Toronto,Valleyview Residence,2954,North York,174,<5,<5,<5
2020-05-07,3895,Toronto,Vermont Square,2575,Toronto,130,<5,0,0
2020-05-07,3895,Toronto,Villa Colombo Homes for the Aged,3020,Toronto,391,9,<5,10
2020-05-07,2270,York Region,Villa Colombo Seniors Centre (Vaughan),2969,Vaughan,160,24,11,16
2020-05-07,2253,Peel,Villa Forum,2855,Mississauga,160,38,9,20
2020-05-07,2270,York Region,Villa Leonardo Gambin,2947,Woodbridge,168,30,10,7
2020-05-07,2242,Lambton,Vision Nursing Home,2659,Sarnia,146,<5,<5,<5
2020-05-07,3895,Toronto,Wellesley Central Place,2959,Toronto,150,40,16,20
2020-05-07,2237,Hamilton,Wentworth Lodge,M592,Dundas,160,<5,0,0
2020-05-07,3895,Toronto,Wesburn Manor,M612,Etobicoke,192,<5,0,0
2020-05-07,3895,Toronto,West Park Long Term Care Centre,2848,Toronto,200,57,20,31
2020-05-07,3895,Toronto,Weston Terrace Care Community,2874,Toronto,224,42,13,29
2020-05-07,2258,Eastern Ontario,Woodland Villa,2743,Long Sault,111,<5,0,0
2020-05-08,2243,"Leeds,Grenville,Lanark",Almonte Country Haven,2692,Almonte,82,<5,26,13
2020-05-08,3895,Toronto,Altamont Care Community,956,Scarborough,159,72,46,60
2020-05-08,2227,Brant,Anson Place Care Centre,2786,Hagersville,61,28,23,29
2020-05-08,2266,Wellington-Dufferin-Guelph,Avalon Retirement Centre,2715,Orangeville,137,0,0,<5
2020-05-08,3895,Toronto,Belmont House,2985,Toronto,140,0,0,<5
2020-05-08,3895,Toronto,Bendale Acres,M504,Scarborough,302,0,0,<5
2020-05-08,2268,Windsor-Essex,Berkshire Care Centre,2541,Windsor,231,0,0,<5
2020-05-08,2270,York Region,Bethany Lodge,2986,Markham,128,<5,<5,<5
2020-05-08,5183,Huron Perth,Blue Water Rest Home,2987,Zurich,65,<5,0,0
2020-05-08,2260,Simcoe-Muskoka,Bradford Valley Care Community,2905,Bradford,246,8,10,<5
2020-05-08,5183,Huron Perth,Braemar Retirement Centre,2788,Wingham,69,0,0,<5
2020-05-08,2233,Grey-Bruce,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,M507,Walkerton,144,0,0,<5
2020-05-08,2253,Peel,Burton Manor,2953,Brampton,128,33,6,9
2020-05-08,2253,Peel,Camilla Care Community,2472,Mississauga,236,152,48,44
2020-05-08,3895,Toronto,Carefree Lodge,M596,North York,127,<5,0,0
2020-05-08,2234,Haldimand-Norfolk,Caressant Care Courtland,2826,Courtland,55,0,0,<5
2020-05-08,2235,Haliburton Kawartha Pr,Caressant Care Lindsay Nursing Home,2701,Lindsay,124,<5,0,<5
2020-05-08,2251,Ottawa,Carlingview Manor,2420,Ottawa,303,132,28,61
2020-05-08,2247,North Bay-Parry Sound,Cassellholme,M509,North Bay,240,<5,0,0
2020-05-08,3895,Toronto,Castleview Wychwood Towers,M510,Toronto,456,0,0,<5
2020-05-08,3895,Toronto,Cedarvale Terrace,2591,Toronto,218,0,0,<5
2020-05-08,2251,Ottawa,Centre d'Accueil Champlain,M511,Vanier,160,0,0,<5
2020-05-08,2270,York Region,Chartwell Aurora Long Term Care Residence,2630,Aurora,235,32,10,8
2020-05-08,2230,Durham,Chartwell Ballycliffe Long Term Care Residence,2658,Ajax,100,13,28,31
2020-05-08,3895,Toronto,Chartwell Gibson Long Term Care Residence,2556,North York,202,31,9,10
2020-05-08,2270,York Region,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,96,0,0,<5
2020-05-08,2236,Halton,Chartwell Waterford Long Term Care Residence,2908,Oakville,168,<5,0,<5
2020-05-08,3895,Toronto,Chartwell Westbury Long Term Care Residence,2943,Etobicoke,187,61,20,23
2020-05-08,3895,Toronto,Chartwell White Eagle Long Term Care Residence,2583,Toronto,56,18,11,8
2020-05-08,2270,York Region,Chartwell Woodhaven Long Term Care Residence,2888,Markham,192,0,0,<5
2020-05-08,2253,Peel,Cooksville Care Centre,2124,Mississauga,192,40,6,17
2020-05-08,3895,Toronto,Copernicus Lodge,2937,Toronto,228,0,0,<5
2020-05-08,2268,Windsor-Essex,Country Village Homes - Woodslee,2576,Woodslee,104,0,19,<5
2020-05-08,3895,Toronto,Craiglee Nursing Home,2503,Scarborough,169,<5,<5,7
2020-05-08,3895,Toronto,Cummer Lodge,M512,North York,391,<5,<5,0
2020-05-08,3895,Toronto,Dom Lipa,2794,Etobicoke,66,<5,0,0
2020-05-08,3895,Toronto,Downsview Long Term Care Centre,1041,North York,252,35,23,71
2020-05-08,2266,Wellington-Dufferin-Guelph,Dufferin Oaks,M516,Shelburne,160,<5,<5,6
2020-05-08,2237,Hamilton,Dundurn Place Care Centre,2739,Hamilton,201,6,<5,<5
2020-05-08,2270,York Region,Eagle Terrace,2240,Newmarket,70,<5,<5,<5
2020-05-08,2244,Middlesex-London,Earls Court Village,3047,London,128,9,<5,8
2020-05-08,3895,Toronto,Eatonville Care Centre,2468,Etobicoke,247,142,40,56
2020-05-08,2251,Ottawa,Élisabeth-Bruyère Residence,2759,Ottawa,71,6,<5,<5
2020-05-08,3895,Toronto,Elm Grove Living Centre,2515,Toronto,126,44,17,43
2020-05-08,2244,Middlesex-London,Elmwood Place,2662,London,90,<5,0,<5
2020-05-08,2253,Peel,Erin Mills Lodge Nursing Home,2736,Mississauga,86,36,7,16
2020-05-08,3895,Toronto,Extendicare Bayview,2460,North York,205,62,7,13
2020-05-08,2253,Peel,Extendicare Brampton,2847,Brampton,150,13,<5,<5
2020-05-08,3895,Toronto,Extendicare Guildwood,2164,Scarborough,169,32,7,12
2020-05-08,2255,Peterborough,Extendicare Lakefield,2843,Lakefield,100,0,0,<5
2020-05-08,2251,Ottawa,Extendicare Laurier Manor,2665,Gloucester,242,30,21,37
2020-05-08,2226,Algoma,Extendicare Maple View of Sault Ste. Marie,3043,Sault Ste. Marie,256,<5,0,0
2020-05-08,2230,Durham,Extendicare Oshawa,2439,Oshawa,175,<5,0,0
2020-05-08,3895,Toronto,Extendicare Scarborough,2117,Scarborough,154,11,<5,8
2020-05-08,2268,Windsor-Essex,Extendicare Southwood Lakes,2842,Windsor,150,0,0,<5
2020-05-08,2251,Ottawa,Extendicare Starwood,2485,Nepean,192,0,0,5
2020-05-08,2251,Ottawa,Extendicare West End Villa,2709,Ottawa,242,0,0,<5
